"Date","Start","End","Germany/Luxembourg [€/MWh]"
"Jun 7, 2022","8:00 PM","9:00 PM","227.46"
"Jun 7, 2022","9:00 PM","10:00 PM","228.81"
"Jun 7, 2022","10:00 PM","11:00 PM","220.26"
"Jun 7, 2022","11:00 PM","12:00 AM","210.97"
"Jun 8, 2022","12:00 AM","1:00 AM","185.05"
"Jun 8, 2022","1:00 AM","2:00 AM","168.95"
"Jun 8, 2022","2:00 AM","3:00 AM","165.10"
"Jun 8, 2022","3:00 AM","4:00 AM","162.96"
"Jun 8, 2022","4:00 AM","5:00 AM","164.92"
"Jun 8, 2022","5:00 AM","6:00 AM","175.00"
"Jun 8, 2022","6:00 AM","7:00 AM","197.42"
"Jun 8, 2022","7:00 AM","8:00 AM","213.93"
"Jun 8, 2022","8:00 AM","9:00 AM","215.01"
"Jun 8, 2022","9:00 AM","10:00 AM","205.29"
"Jun 8, 2022","10:00 AM","11:00 AM","191.00"
"Jun 8, 2022","11:00 AM","12:00 PM","183.58"
"Jun 8, 2022","12:00 PM","1:00 PM","180.58"
"Jun 8, 2022","1:00 PM","2:00 PM","174.43"
"Jun 8, 2022","2:00 PM","3:00 PM","176.43"
"Jun 8, 2022","3:00 PM","4:00 PM","178.99"
"Jun 8, 2022","4:00 PM","5:00 PM","181.73"
"Jun 8, 2022","5:00 PM","6:00 PM","199.66"
"Jun 8, 2022","6:00 PM","7:00 PM","209.69"
"Jun 8, 2022","7:00 PM","8:00 PM","227.20"
"Jun 8, 2022","8:00 PM","9:00 PM","212.36"
"Jun 8, 2022","9:00 PM","10:00 PM","211.98"
"Jun 8, 2022","10:00 PM","11:00 PM","211.00"
"Jun 8, 2022","11:00 PM","12:00 AM","176.09"
"Jun 9, 2022","12:00 AM","1:00 AM","189.01"
"Jun 9, 2022","1:00 AM","2:00 AM","170.63"
"Jun 9, 2022","2:00 AM","3:00 AM","165.00"
"Jun 9, 2022","3:00 AM","4:00 AM","164.81"
"Jun 9, 2022","4:00 AM","5:00 AM","164.85"
"Jun 9, 2022","5:00 AM","6:00 AM","174.54"
"Jun 9, 2022","6:00 AM","7:00 AM","205.75"
"Jun 9, 2022","7:00 AM","8:00 AM","215.06"
"Jun 9, 2022","8:00 AM","9:00 AM","221.92"
"Jun 9, 2022","9:00 AM","10:00 AM","214.21"
"Jun 9, 2022","10:00 AM","11:00 AM","205.13"
"Jun 9, 2022","11:00 AM","12:00 PM","189.43"
"Jun 9, 2022","12:00 PM","1:00 PM","183.18"
"Jun 9, 2022","1:00 PM","2:00 PM","169.63"
"Jun 9, 2022","2:00 PM","3:00 PM","161.16"
"Jun 9, 2022","3:00 PM","4:00 PM","154.04"
"Jun 9, 2022","4:00 PM","5:00 PM","153.31"
"Jun 9, 2022","5:00 PM","6:00 PM","166.76"
"Jun 9, 2022","6:00 PM","7:00 PM","177.73"
"Jun 9, 2022","7:00 PM","8:00 PM","191.97"
"Jun 9, 2022","8:00 PM","9:00 PM","202.28"
"Jun 9, 2022","9:00 PM","10:00 PM","210.24"
"Jun 9, 2022","10:00 PM","11:00 PM","209.09"
"Jun 9, 2022","11:00 PM","12:00 AM","192.07"
"Jun 10, 2022","12:00 AM","1:00 AM","196.58"
"Jun 10, 2022","1:00 AM","2:00 AM","170.00"
"Jun 10, 2022","2:00 AM","3:00 AM","164.24"
"Jun 10, 2022","3:00 AM","4:00 AM","163.81"
"Jun 10, 2022","4:00 AM","5:00 AM","163.84"
"Jun 10, 2022","5:00 AM","6:00 AM","179.14"
"Jun 10, 2022","6:00 AM","7:00 AM","207.91"
"Jun 10, 2022","7:00 AM","8:00 AM","213.76"
"Jun 10, 2022","8:00 AM","9:00 AM","212.84"
"Jun 10, 2022","9:00 AM","10:00 AM","194.94"
"Jun 10, 2022","10:00 AM","11:00 AM","175.16"
"Jun 10, 2022","11:00 AM","12:00 PM","164.17"
"Jun 10, 2022","12:00 PM","1:00 PM","157.77"
"Jun 10, 2022","1:00 PM","2:00 PM","159.07"
"Jun 10, 2022","2:00 PM","3:00 PM","151.61"
"Jun 10, 2022","3:00 PM","4:00 PM","155.83"
"Jun 10, 2022","4:00 PM","5:00 PM","162.80"
"Jun 10, 2022","5:00 PM","6:00 PM","185.78"
"Jun 10, 2022","6:00 PM","7:00 PM","202.44"
"Jun 10, 2022","7:00 PM","8:00 PM","218.51"
"Jun 10, 2022","8:00 PM","9:00 PM","220.46"
"Jun 10, 2022","9:00 PM","10:00 PM","216.90"
"Jun 10, 2022","10:00 PM","11:00 PM","215.48"
"Jun 10, 2022","11:00 PM","12:00 AM","205.07"
"Jun 11, 2022","12:00 AM","1:00 AM","202.71"
"Jun 11, 2022","1:00 AM","2:00 AM","186.01"
"Jun 11, 2022","2:00 AM","3:00 AM","173.39"
"Jun 11, 2022","3:00 AM","4:00 AM","165.68"
"Jun 11, 2022","4:00 AM","5:00 AM","158.56"
"Jun 11, 2022","5:00 AM","6:00 AM","155.46"
"Jun 11, 2022","6:00 AM","7:00 AM","157.84"
"Jun 11, 2022","7:00 AM","8:00 AM","151.42"
"Jun 11, 2022","8:00 AM","9:00 AM","149.00"
"Jun 11, 2022","9:00 AM","10:00 AM","111.05"
"Jun 11, 2022","10:00 AM","11:00 AM","80.29"
"Jun 11, 2022","11:00 AM","12:00 PM","72.28"
"Jun 11, 2022","12:00 PM","1:00 PM","62.62"
"Jun 11, 2022","1:00 PM","2:00 PM","48.15"
"Jun 11, 2022","2:00 PM","3:00 PM","4.23"
"Jun 11, 2022","3:00 PM","4:00 PM","37.53"
"Jun 11, 2022","4:00 PM","5:00 PM","61.49"
"Jun 11, 2022","5:00 PM","6:00 PM","76.05"
"Jun 11, 2022","6:00 PM","7:00 PM","155.36"
"Jun 11, 2022","7:00 PM","8:00 PM","196.39"
"Jun 11, 2022","8:00 PM","9:00 PM","209.33"
"Jun 11, 2022","9:00 PM","10:00 PM","211.06"
"Jun 11, 2022","10:00 PM","11:00 PM","207.92"
"Jun 11, 2022","11:00 PM","12:00 AM","199.00"
"Jun 12, 2022","12:00 AM","1:00 AM","195.00"
"Jun 12, 2022","1:00 AM","2:00 AM","164.45"
"Jun 12, 2022","2:00 AM","3:00 AM","154.18"
"Jun 12, 2022","3:00 AM","4:00 AM","145.76"
"Jun 12, 2022","4:00 AM","5:00 AM","145.28"
"Jun 12, 2022","5:00 AM","6:00 AM","131.89"
"Jun 12, 2022","6:00 AM","7:00 AM","120.32"
"Jun 12, 2022","7:00 AM","8:00 AM","117.01"
"Jun 12, 2022","8:00 AM","9:00 AM","103.03"
"Jun 12, 2022","9:00 AM","10:00 AM","80.83"
"Jun 12, 2022","10:00 AM","11:00 AM","74.37"
"Jun 12, 2022","11:00 AM","12:00 PM","48.89"
"Jun 12, 2022","12:00 PM","1:00 PM","19.91"
"Jun 12, 2022","1:00 PM","2:00 PM","4.82"
"Jun 12, 2022","2:00 PM","3:00 PM","0.08"
"Jun 12, 2022","3:00 PM","4:00 PM","9.95"
"Jun 12, 2022","4:00 PM","5:00 PM","44.79"
"Jun 12, 2022","5:00 PM","6:00 PM","85.33"
"Jun 12, 2022","6:00 PM","7:00 PM","159.95"
"Jun 12, 2022","7:00 PM","8:00 PM","185.31"
"Jun 12, 2022","8:00 PM","9:00 PM","205.98"
"Jun 12, 2022","9:00 PM","10:00 PM","210.98"
"Jun 12, 2022","10:00 PM","11:00 PM","210.00"
"Jun 12, 2022","11:00 PM","12:00 AM","188.83"
"Jun 13, 2022","12:00 AM","1:00 AM","173.97"
"Jun 13, 2022","1:00 AM","2:00 AM","162.67"
"Jun 13, 2022","2:00 AM","3:00 AM","155.11"
"Jun 13, 2022","3:00 AM","4:00 AM","149.92"
"Jun 13, 2022","4:00 AM","5:00 AM","146.92"
"Jun 13, 2022","5:00 AM","6:00 AM","158.47"
"Jun 13, 2022","6:00 AM","7:00 AM","200.03"
"Jun 13, 2022","7:00 AM","8:00 AM","211.19"
"Jun 13, 2022","8:00 AM","9:00 AM","212.12"
"Jun 13, 2022","9:00 AM","10:00 AM","179.22"
"Jun 13, 2022","10:00 AM","11:00 AM","165.70"
"Jun 13, 2022","11:00 AM","12:00 PM","147.17"
"Jun 13, 2022","12:00 PM","1:00 PM","139.60"
"Jun 13, 2022","1:00 PM","2:00 PM","106.06"
"Jun 13, 2022","2:00 PM","3:00 PM","87.59"
"Jun 13, 2022","3:00 PM","4:00 PM","85.23"
"Jun 13, 2022","4:00 PM","5:00 PM","106.26"
"Jun 13, 2022","5:00 PM","6:00 PM","142.92"
"Jun 13, 2022","6:00 PM","7:00 PM","160.35"
"Jun 13, 2022","7:00 PM","8:00 PM","207.46"
"Jun 13, 2022","8:00 PM","9:00 PM","224.90"
"Jun 13, 2022","9:00 PM","10:00 PM","225.97"
"Jun 13, 2022","10:00 PM","11:00 PM","223.47"
"Jun 13, 2022","11:00 PM","12:00 AM","201.24"
"Jun 14, 2022","12:00 AM","1:00 AM","174.44"
"Jun 14, 2022","1:00 AM","2:00 AM","162.72"
"Jun 14, 2022","2:00 AM","3:00 AM","161.69"
"Jun 14, 2022","3:00 AM","4:00 AM","157.58"
"Jun 14, 2022","4:00 AM","5:00 AM","162.90"
"Jun 14, 2022","5:00 AM","6:00 AM","171.00"
"Jun 14, 2022","6:00 AM","7:00 AM","215.22"
"Jun 14, 2022","7:00 AM","8:00 AM","227.88"
"Jun 14, 2022","8:00 AM","9:00 AM","211.95"
"Jun 14, 2022","9:00 AM","10:00 AM","181.57"
"Jun 14, 2022","10:00 AM","11:00 AM","164.04"
"Jun 14, 2022","11:00 AM","12:00 PM","164.09"
"Jun 14, 2022","12:00 PM","1:00 PM","162.84"
"Jun 14, 2022","1:00 PM","2:00 PM","157.51"
"Jun 14, 2022","2:00 PM","3:00 PM","151.74"
"Jun 14, 2022","3:00 PM","4:00 PM","163.95"
"Jun 14, 2022","4:00 PM","5:00 PM","173.97"
"Jun 14, 2022","5:00 PM","6:00 PM","202.74"
"Jun 14, 2022","6:00 PM","7:00 PM","230.97"
"Jun 14, 2022","7:00 PM","8:00 PM","288.90"
"Jun 14, 2022","8:00 PM","9:00 PM","295.68"
"Jun 14, 2022","9:00 PM","10:00 PM","248.15"
"Jun 14, 2022","10:00 PM","11:00 PM","234.90"
"Jun 14, 2022","11:00 PM","12:00 AM","213.11"
"Jun 15, 2022","12:00 AM","1:00 AM","197.96"
"Jun 15, 2022","1:00 AM","2:00 AM","183.50"
"Jun 15, 2022","2:00 AM","3:00 AM","177.67"
"Jun 15, 2022","3:00 AM","4:00 AM","173.02"
"Jun 15, 2022","4:00 AM","5:00 AM","173.18"
"Jun 15, 2022","5:00 AM","6:00 AM","182.23"
"Jun 15, 2022","6:00 AM","7:00 AM","219.61"
"Jun 15, 2022","7:00 AM","8:00 AM","246.95"
"Jun 15, 2022","8:00 AM","9:00 AM","252.78"
"Jun 15, 2022","9:00 AM","10:00 AM","213.58"
"Jun 15, 2022","10:00 AM","11:00 AM","195.78"
"Jun 15, 2022","11:00 AM","12:00 PM","175.37"
"Jun 15, 2022","12:00 PM","1:00 PM","170.76"
"Jun 15, 2022","1:00 PM","2:00 PM","172.20"
"Jun 15, 2022","2:00 PM","3:00 PM","168.61"
"Jun 15, 2022","3:00 PM","4:00 PM","170.24"
"Jun 15, 2022","4:00 PM","5:00 PM","183.06"
"Jun 15, 2022","5:00 PM","6:00 PM","220.76"
"Jun 15, 2022","6:00 PM","7:00 PM","259.10"
"Jun 15, 2022","7:00 PM","8:00 PM","305.77"
"Jun 15, 2022","8:00 PM","9:00 PM","307.48"
"Jun 15, 2022","9:00 PM","10:00 PM","263.97"
"Jun 15, 2022","10:00 PM","11:00 PM","247.69"
"Jun 15, 2022","11:00 PM","12:00 AM","222.64"
"Jun 16, 2022","12:00 AM","1:00 AM","232.64"
"Jun 16, 2022","1:00 AM","2:00 AM","221.54"
"Jun 16, 2022","2:00 AM","3:00 AM","213.34"
"Jun 16, 2022","3:00 AM","4:00 AM","213.63"
"Jun 16, 2022","4:00 AM","5:00 AM","206.46"
"Jun 16, 2022","5:00 AM","6:00 AM","207.09"
"Jun 16, 2022","6:00 AM","7:00 AM","227.35"
"Jun 16, 2022","7:00 AM","8:00 AM","254.96"
"Jun 16, 2022","8:00 AM","9:00 AM","245.00"
"Jun 16, 2022","9:00 AM","10:00 AM","221.81"
"Jun 16, 2022","10:00 AM","11:00 AM","185.73"
"Jun 16, 2022","11:00 AM","12:00 PM","163.48"
"Jun 16, 2022","12:00 PM","1:00 PM","152.96"
"Jun 16, 2022","1:00 PM","2:00 PM","116.89"
"Jun 16, 2022","2:00 PM","3:00 PM","100.00"
"Jun 16, 2022","3:00 PM","4:00 PM","98.56"
"Jun 16, 2022","4:00 PM","5:00 PM","116.63"
"Jun 16, 2022","5:00 PM","6:00 PM","165.21"
"Jun 16, 2022","6:00 PM","7:00 PM","222.70"
"Jun 16, 2022","7:00 PM","8:00 PM","258.56"
"Jun 16, 2022","8:00 PM","9:00 PM","265.18"
"Jun 16, 2022","9:00 PM","10:00 PM","270.47"
"Jun 16, 2022","10:00 PM","11:00 PM","262.25"
"Jun 16, 2022","11:00 PM","12:00 AM","224.90"
"Jun 17, 2022","12:00 AM","1:00 AM","296.21"
"Jun 17, 2022","1:00 AM","2:00 AM","250.70"
"Jun 17, 2022","2:00 AM","3:00 AM","225.09"
"Jun 17, 2022","3:00 AM","4:00 AM","211.40"
"Jun 17, 2022","4:00 AM","5:00 AM","206.86"
"Jun 17, 2022","5:00 AM","6:00 AM","239.91"
"Jun 17, 2022","6:00 AM","7:00 AM","292.34"
"Jun 17, 2022","7:00 AM","8:00 AM","323.31"
"Jun 17, 2022","8:00 AM","9:00 AM","325.70"
"Jun 17, 2022","9:00 AM","10:00 AM","299.07"
"Jun 17, 2022","10:00 AM","11:00 AM","250.43"
"Jun 17, 2022","11:00 AM","12:00 PM","194.90"
"Jun 17, 2022","12:00 PM","1:00 PM","186.55"
"Jun 17, 2022","1:00 PM","2:00 PM","180.67"
"Jun 17, 2022","2:00 PM","3:00 PM","174.12"
"Jun 17, 2022","3:00 PM","4:00 PM","180.47"
"Jun 17, 2022","4:00 PM","5:00 PM","188.34"
"Jun 17, 2022","5:00 PM","6:00 PM","254.46"
"Jun 17, 2022","6:00 PM","7:00 PM","303.99"
"Jun 17, 2022","7:00 PM","8:00 PM","327.56"
"Jun 17, 2022","8:00 PM","9:00 PM","355.39"
"Jun 17, 2022","9:00 PM","10:00 PM","319.06"
"Jun 17, 2022","10:00 PM","11:00 PM","284.03"
"Jun 17, 2022","11:00 PM","12:00 AM","259.79"
"Jun 18, 2022","12:00 AM","1:00 AM","255.05"
"Jun 18, 2022","1:00 AM","2:00 AM","207.86"
"Jun 18, 2022","2:00 AM","3:00 AM","184.37"
"Jun 18, 2022","3:00 AM","4:00 AM","180.64"
"Jun 18, 2022","4:00 AM","5:00 AM","172.22"
"Jun 18, 2022","5:00 AM","6:00 AM","178.99"
"Jun 18, 2022","6:00 AM","7:00 AM","189.93"
"Jun 18, 2022","7:00 AM","8:00 AM","190.15"
"Jun 18, 2022","8:00 AM","9:00 AM","188.16"
"Jun 18, 2022","9:00 AM","10:00 AM","185.06"
"Jun 18, 2022","10:00 AM","11:00 AM","157.44"
"Jun 18, 2022","11:00 AM","12:00 PM","142.26"
"Jun 18, 2022","12:00 PM","1:00 PM","106.52"
"Jun 18, 2022","1:00 PM","2:00 PM","77.28"
"Jun 18, 2022","2:00 PM","3:00 PM","76.66"
"Jun 18, 2022","3:00 PM","4:00 PM","78.29"
"Jun 18, 2022","4:00 PM","5:00 PM","149.40"
"Jun 18, 2022","5:00 PM","6:00 PM","189.94"
"Jun 18, 2022","6:00 PM","7:00 PM","264.61"
"Jun 18, 2022","7:00 PM","8:00 PM","328.01"
"Jun 18, 2022","8:00 PM","9:00 PM","330.47"
"Jun 18, 2022","9:00 PM","10:00 PM","319.21"
"Jun 18, 2022","10:00 PM","11:00 PM","285.08"
"Jun 18, 2022","11:00 PM","12:00 AM","251.88"
"Jun 19, 2022","12:00 AM","1:00 AM","207.07"
"Jun 19, 2022","1:00 AM","2:00 AM","190.00"
"Jun 19, 2022","2:00 AM","3:00 AM","165.52"
"Jun 19, 2022","3:00 AM","4:00 AM","139.80"
"Jun 19, 2022","4:00 AM","5:00 AM","120.60"
"Jun 19, 2022","5:00 AM","6:00 AM","110.96"
"Jun 19, 2022","6:00 AM","7:00 AM","112.55"
"Jun 19, 2022","7:00 AM","8:00 AM","98.57"
"Jun 19, 2022","8:00 AM","9:00 AM","90.53"
"Jun 19, 2022","9:00 AM","10:00 AM","94.28"
"Jun 19, 2022","10:00 AM","11:00 AM","94.15"
"Jun 19, 2022","11:00 AM","12:00 PM","95.20"
"Jun 19, 2022","12:00 PM","1:00 PM","82.55"
"Jun 19, 2022","1:00 PM","2:00 PM","75.00"
"Jun 19, 2022","2:00 PM","3:00 PM","60.09"
"Jun 19, 2022","3:00 PM","4:00 PM","80.72"
"Jun 19, 2022","4:00 PM","5:00 PM","93.38"
"Jun 19, 2022","5:00 PM","6:00 PM","157.35"
"Jun 19, 2022","6:00 PM","7:00 PM","219.62"
"Jun 19, 2022","7:00 PM","8:00 PM","258.70"
"Jun 19, 2022","8:00 PM","9:00 PM","282.69"
"Jun 19, 2022","9:00 PM","10:00 PM","294.29"
"Jun 19, 2022","10:00 PM","11:00 PM","306.93"
"Jun 19, 2022","11:00 PM","12:00 AM","281.10"
"Jun 20, 2022","12:00 AM","1:00 AM","240.22"
"Jun 20, 2022","1:00 AM","2:00 AM","220.39"
"Jun 20, 2022","2:00 AM","3:00 AM","218.90"
"Jun 20, 2022","3:00 AM","4:00 AM","220.10"
"Jun 20, 2022","4:00 AM","5:00 AM","213.20"
"Jun 20, 2022","5:00 AM","6:00 AM","263.27"
"Jun 20, 2022","6:00 AM","7:00 AM","301.67"
"Jun 20, 2022","7:00 AM","8:00 AM","370.14"
"Jun 20, 2022","8:00 AM","9:00 AM","500.00"
"Jun 20, 2022","9:00 AM","10:00 AM","348.28"
"Jun 20, 2022","10:00 AM","11:00 AM","310.28"
"Jun 20, 2022","11:00 AM","12:00 PM","305.97"
"Jun 20, 2022","12:00 PM","1:00 PM","263.54"
"Jun 20, 2022","1:00 PM","2:00 PM","213.87"
"Jun 20, 2022","2:00 PM","3:00 PM","193.09"
"Jun 20, 2022","3:00 PM","4:00 PM","183.58"
"Jun 20, 2022","4:00 PM","5:00 PM","180.44"
"Jun 20, 2022","5:00 PM","6:00 PM","198.20"
"Jun 20, 2022","6:00 PM","7:00 PM","209.23"
"Jun 20, 2022","7:00 PM","8:00 PM","291.19"
"Jun 20, 2022","8:00 PM","9:00 PM","316.32"
"Jun 20, 2022","9:00 PM","10:00 PM","316.32"
"Jun 20, 2022","10:00 PM","11:00 PM","288.71"
"Jun 20, 2022","11:00 PM","12:00 AM","250.01"
"Jun 21, 2022","12:00 AM","1:00 AM","264.91"
"Jun 21, 2022","1:00 AM","2:00 AM","242.42"
"Jun 21, 2022","2:00 AM","3:00 AM","232.91"
"Jun 21, 2022","3:00 AM","4:00 AM","219.95"
"Jun 21, 2022","4:00 AM","5:00 AM","217.17"
"Jun 21, 2022","5:00 AM","6:00 AM","228.91"
"Jun 21, 2022","6:00 AM","7:00 AM","297.61"
"Jun 21, 2022","7:00 AM","8:00 AM","338.90"
"Jun 21, 2022","8:00 AM","9:00 AM","332.02"
"Jun 21, 2022","9:00 AM","10:00 AM","279.45"
"Jun 21, 2022","10:00 AM","11:00 AM","237.03"
"Jun 21, 2022","11:00 AM","12:00 PM","225.21"
"Jun 21, 2022","12:00 PM","1:00 PM","219.86"
"Jun 21, 2022","1:00 PM","2:00 PM","212.61"
"Jun 21, 2022","2:00 PM","3:00 PM","210.81"
"Jun 21, 2022","3:00 PM","4:00 PM","230.74"
"Jun 21, 2022","4:00 PM","5:00 PM","239.93"
"Jun 21, 2022","5:00 PM","6:00 PM","304.48"
"Jun 21, 2022","6:00 PM","7:00 PM","373.93"
"Jun 21, 2022","7:00 PM","8:00 PM","450.25"
"Jun 21, 2022","8:00 PM","9:00 PM","458.04"
"Jun 21, 2022","9:00 PM","10:00 PM","410.35"
"Jun 21, 2022","10:00 PM","11:00 PM","373.25"
"Jun 21, 2022","11:00 PM","12:00 AM","325.51"
"Jun 22, 2022","12:00 AM","1:00 AM","272.45"
"Jun 22, 2022","1:00 AM","2:00 AM","268.49"
"Jun 22, 2022","2:00 AM","3:00 AM","268.90"
"Jun 22, 2022","3:00 AM","4:00 AM","248.50"
"Jun 22, 2022","4:00 AM","5:00 AM","255.02"
"Jun 22, 2022","5:00 AM","6:00 AM","284.29"
"Jun 22, 2022","6:00 AM","7:00 AM","348.49"
"Jun 22, 2022","7:00 AM","8:00 AM","429.95"
"Jun 22, 2022","8:00 AM","9:00 AM","387.88"
"Jun 22, 2022","9:00 AM","10:00 AM","339.79"
"Jun 22, 2022","10:00 AM","11:00 AM","301.49"
"Jun 22, 2022","11:00 AM","12:00 PM","292.44"
"Jun 22, 2022","12:00 PM","1:00 PM","268.90"
"Jun 22, 2022","1:00 PM","2:00 PM","249.70"
"Jun 22, 2022","2:00 PM","3:00 PM","244.46"
"Jun 22, 2022","3:00 PM","4:00 PM","258.12"
"Jun 22, 2022","4:00 PM","5:00 PM","284.10"
"Jun 22, 2022","5:00 PM","6:00 PM","331.47"
"Jun 22, 2022","6:00 PM","7:00 PM","398.36"
"Jun 22, 2022","7:00 PM","8:00 PM","491.04"
"Jun 22, 2022","8:00 PM","9:00 PM","462.91"
"Jun 22, 2022","9:00 PM","10:00 PM","399.30"
"Jun 22, 2022","10:00 PM","11:00 PM","374.55"
"Jun 22, 2022","11:00 PM","12:00 AM","299.58"
"Jun 23, 2022","12:00 AM","1:00 AM","288.59"
"Jun 23, 2022","1:00 AM","2:00 AM","257.91"
"Jun 23, 2022","2:00 AM","3:00 AM","250.11"
"Jun 23, 2022","3:00 AM","4:00 AM","245.82"
"Jun 23, 2022","4:00 AM","5:00 AM","255.08"
"Jun 23, 2022","5:00 AM","6:00 AM","279.68"
"Jun 23, 2022","6:00 AM","7:00 AM","336.10"
"Jun 23, 2022","7:00 AM","8:00 AM","363.35"
"Jun 23, 2022","8:00 AM","9:00 AM","350.39"
"Jun 23, 2022","9:00 AM","10:00 AM","316.23"
"Jun 23, 2022","10:00 AM","11:00 AM","277.83"
"Jun 23, 2022","11:00 AM","12:00 PM","246.34"
"Jun 23, 2022","12:00 PM","1:00 PM","240.70"
"Jun 23, 2022","1:00 PM","2:00 PM","227.92"
"Jun 23, 2022","2:00 PM","3:00 PM","228.00"
"Jun 23, 2022","3:00 PM","4:00 PM","248.70"
"Jun 23, 2022","4:00 PM","5:00 PM","263.06"
"Jun 23, 2022","5:00 PM","6:00 PM","333.96"
"Jun 23, 2022","6:00 PM","7:00 PM","367.43"
"Jun 23, 2022","7:00 PM","8:00 PM","429.06"
"Jun 23, 2022","8:00 PM","9:00 PM","413.99"
"Jun 23, 2022","9:00 PM","10:00 PM","358.95"
"Jun 23, 2022","10:00 PM","11:00 PM","292.36"
"Jun 23, 2022","11:00 PM","12:00 AM","210.37"
"Jun 24, 2022","12:00 AM","1:00 AM","224.84"
"Jun 24, 2022","1:00 AM","2:00 AM","211.69"
"Jun 24, 2022","2:00 AM","3:00 AM","204.21"
"Jun 24, 2022","3:00 AM","4:00 AM","218.93"
"Jun 24, 2022","4:00 AM","5:00 AM","223.23"
"Jun 24, 2022","5:00 AM","6:00 AM","231.60"
"Jun 24, 2022","6:00 AM","7:00 AM","302.85"
"Jun 24, 2022","7:00 AM","8:00 AM","335.17"
"Jun 24, 2022","8:00 AM","9:00 AM","345.74"
"Jun 24, 2022","9:00 AM","10:00 AM","329.98"
"Jun 24, 2022","10:00 AM","11:00 AM","304.03"
"Jun 24, 2022","11:00 AM","12:00 PM","263.80"
"Jun 24, 2022","12:00 PM","1:00 PM","244.01"
"Jun 24, 2022","1:00 PM","2:00 PM","240.72"
"Jun 24, 2022","2:00 PM","3:00 PM","214.81"
"Jun 24, 2022","3:00 PM","4:00 PM","243.18"
"Jun 24, 2022","4:00 PM","5:00 PM","245.47"
"Jun 24, 2022","5:00 PM","6:00 PM","296.41"
"Jun 24, 2022","6:00 PM","7:00 PM","322.00"
"Jun 24, 2022","7:00 PM","8:00 PM","329.94"
"Jun 24, 2022","8:00 PM","9:00 PM","335.20"
"Jun 24, 2022","9:00 PM","10:00 PM","330.92"
"Jun 24, 2022","10:00 PM","11:00 PM","320.00"
"Jun 24, 2022","11:00 PM","12:00 AM","264.47"
"Jun 25, 2022","12:00 AM","1:00 AM","260.65"
"Jun 25, 2022","1:00 AM","2:00 AM","236.90"
"Jun 25, 2022","2:00 AM","3:00 AM","214.91"
"Jun 25, 2022","3:00 AM","4:00 AM","217.08"
"Jun 25, 2022","4:00 AM","5:00 AM","203.74"
"Jun 25, 2022","5:00 AM","6:00 AM","209.06"
"Jun 25, 2022","6:00 AM","7:00 AM","226.73"
"Jun 25, 2022","7:00 AM","8:00 AM","261.09"
"Jun 25, 2022","8:00 AM","9:00 AM","269.03"
"Jun 25, 2022","9:00 AM","10:00 AM","228.26"
"Jun 25, 2022","10:00 AM","11:00 AM","185.73"
"Jun 25, 2022","11:00 AM","12:00 PM","184.96"
"Jun 25, 2022","12:00 PM","1:00 PM","197.65"
"Jun 25, 2022","1:00 PM","2:00 PM","180.43"
"Jun 25, 2022","2:00 PM","3:00 PM","164.06"
"Jun 25, 2022","3:00 PM","4:00 PM","184.94"
"Jun 25, 2022","4:00 PM","5:00 PM","220.66"
"Jun 25, 2022","5:00 PM","6:00 PM","269.07"
"Jun 25, 2022","6:00 PM","7:00 PM","271.57"
"Jun 25, 2022","7:00 PM","8:00 PM","314.10"
"Jun 25, 2022","8:00 PM","9:00 PM","327.17"
"Jun 25, 2022","9:00 PM","10:00 PM","322.68"
"Jun 25, 2022","10:00 PM","11:00 PM","324.02"
"Jun 25, 2022","11:00 PM","12:00 AM","294.94"
"Jun 26, 2022","12:00 AM","1:00 AM","288.91"
"Jun 26, 2022","1:00 AM","2:00 AM","261.33"
"Jun 26, 2022","2:00 AM","3:00 AM","217.90"
"Jun 26, 2022","3:00 AM","4:00 AM","206.62"
"Jun 26, 2022","4:00 AM","5:00 AM","196.78"
"Jun 26, 2022","5:00 AM","6:00 AM","180.25"
"Jun 26, 2022","6:00 AM","7:00 AM","174.44"
"Jun 26, 2022","7:00 AM","8:00 AM","167.67"
"Jun 26, 2022","8:00 AM","9:00 AM","155.09"
"Jun 26, 2022","9:00 AM","10:00 AM","112.14"
"Jun 26, 2022","10:00 AM","11:00 AM","101.36"
"Jun 26, 2022","11:00 AM","12:00 PM","95.00"
"Jun 26, 2022","12:00 PM","1:00 PM","83.02"
"Jun 26, 2022","1:00 PM","2:00 PM","79.82"
"Jun 26, 2022","2:00 PM","3:00 PM","79.82"
"Jun 26, 2022","3:00 PM","4:00 PM","112.45"
"Jun 26, 2022","4:00 PM","5:00 PM","176.23"
"Jun 26, 2022","5:00 PM","6:00 PM","218.31"
"Jun 26, 2022","6:00 PM","7:00 PM","289.02"
"Jun 26, 2022","7:00 PM","8:00 PM","324.79"
"Jun 26, 2022","8:00 PM","9:00 PM","333.38"
"Jun 26, 2022","9:00 PM","10:00 PM","334.19"
"Jun 26, 2022","10:00 PM","11:00 PM","335.71"
"Jun 26, 2022","11:00 PM","12:00 AM","315.87"
"Jun 27, 2022","12:00 AM","1:00 AM","295.62"
"Jun 27, 2022","1:00 AM","2:00 AM","263.70"
"Jun 27, 2022","2:00 AM","3:00 AM","258.07"
"Jun 27, 2022","3:00 AM","4:00 AM","256.14"
"Jun 27, 2022","4:00 AM","5:00 AM","254.55"
